b'id',b'key',b'value',b'type' 
b'1496151519',b'barrier',b'gate',b'regular'
b'1496151573',b'barrier',b'gate',b'regular'
b'1496151647',b'barrier',b'gate',b'regular'
b'1496152795',b'barrier',b'gate',b'regular'
b'1497913915',b'barrier',b'gate',b'regular'
b'1497913928',b'barrier',b'cycle_barrier',b'regular'
b'1497913935',b'barrier',b'gate',b'regular'
b'1497913949',b'barrier',b'cycle_barrier',b'regular'
b'1497913960',b'barrier',b'gate',b'regular'
b'1497913972',b'barrier',b'gate',b'regular'
b'1497913974',b'barrier',b'bollard',b'regular'
b'1536172884',b'barrier',b'gate',b'regular'
b'1536180768',b'barrier',b'gate',b'regular'
b'1537072245',b'name',b'Starbucks',b'regular'
b'1537072245',b'amenity',b'cafe',b'regular'
b'1537072245',b'cuisine',b'coffee_shop',b'regular'
b'1537072245',b'city',b'San Luis Obispo',b'addr'
b'1542001426',b'name',b'Poly Plant Shop',b'regular'
b'1542001426',b'shop',b'garden_centre',b'regular'
b'1542001431',b'amenity',b'vending_machine',b'regular'
b'1542001449',b'name',b'Tacos To Go',b'regular'
b'1542001449',b'amenity',b'fast_food',b'regular'
b'1542001449',b'cuisine',b'mexican',b'regular'
b'1544901971',b'layer',b'1',b'regular'
b'1544901971',b'entrance',b'yes',b'regular'
b'1547728251',b'name',b'The Avenue',b'regular'
b'1547728251',b'amenity',b'restaurant',b'regular'
b'1547728286',b'name',b'Sandwich Factory',b'regular'
b'1547728286',b'amenity',b'restaurant',b'regular'
b'1547728286',b'cuisine',b'sandwich',b'regular'
b'1547728295',b'name',b'19 Metro Station',b'regular'
b'1547728295',b'amenity',b'restaurant',b'regular'
b'1547728296',b'name',b'Mustang Station',b'regular'
b'1547728296',b'amenity',b'restaurant',b'regular'
b'1547728296',b'cuisine',"b'pizza,_wine,_beer'",b'regular'
b'1547754648',b'amenity',b'theatre',b'regular'
b'1547754663',b'tourism',b'picnic_site',b'regular'
b'1549399165',b'name',b'Wells Fargo',b'regular'
b'1549399165',b'amenity',b'bank',b'regular'
b'1562064611',b'amenity',b'atm',b'regular'
b'1562064611',b'operator',b'US Bank',b'regular'
b'1599333911',b'foot',b'yes',b'regular'
b'1599333911',b'barrier',b'gate',b'regular'
b'1599333911',b'bicycle',b'yes',b'regular'
b'1599335296',b'tourism',b'information',b'regular'
b'1599335296',b'information',b'map',b'regular'
b'1599335483',b'tourism',b'viewpoint',b'regular'
b'1602434549',b'leisure',b'playground',b'regular'
b'1637518146',b'power',b'tower',b'regular'
b'1655254051',b'highway',b'traffic_signals',b'regular'
b'1669532338',b'tourism',b'viewpoint',b'regular'
b'1669532532',b'tourism',b'viewpoint',b'regular'
b'1669532633',b'tourism',b'viewpoint',b'regular'
b'1677842089',b'highway',b'turning_circle',b'regular'
b'1677842424',b'man_made',b'tower',b'regular'
b'1691372168',b'barrier',b'gate',b'regular'
b'1704839997',b'name',b'Crossroads Foursquare Church',b'regular'
b'1704839997',b'amenity',b'place_of_worship',b'regular'
b'1704839997',b'religion',b'christian',b'regular'
b'1711816868',b'highway',b'turning_circle',b'regular'
b'1711877818',b'highway',b'traffic_signals',b'regular'
b'1711905225',b'leisure',b'playground',b'regular'
b'1712171312',b'aeroway',b'gate',b'regular'
b'1712214598',b'barrier',b'gate',b'regular'
b'1712214646',b'barrier',b'gate',b'regular'
b'1712223690',b'barrier',b'gate',b'regular'
b'1713520369',b'highway',b'traffic_signals',b'regular'
b'1713522635',b'highway',b'turning_circle',b'regular'
b'1718654702',b'barrier',b'gate',b'regular'
b'1718659122',b'barrier',b'gate',b'regular'
b'1718659196',b'barrier',b'gate',b'regular'
b'1718663248',b'barrier',b'gate',b'regular'
b'1718666318',b'railway',b'crossing',b'regular'
b'1724594835',b'name',b'Poultry Science',b'regular'
b'1724594835',b'city',b'San Luis Obispo',b'addr'
b'1724594835',b'street',b'Grand',b'addr'
b'1724594835',b'postcode',b'93407',b'addr'
b'1727306425',b'barrier',b'gate',b'regular'
b'1740845393',b'power',b'tower',b'regular'
b'1740845405',b'power',b'tower',b'regular'
b'1740845407',b'power',b'tower',b'regular'
b'1740845409',b'power',b'tower',b'regular'
b'1740845411',b'power',b'tower',b'regular'
b'1740845413',b'power',b'tower',b'regular'
b'1740845416',b'power',b'tower',b'regular'
b'1763580747',b'highway',b'stop',b'regular'
b'1764655706',b'genus',b'Sequoia',b'regular'
b'1764655706',b'natural',b'tree',b'regular'
b'1764655706',b'species',b'sempervirens',b'regular'
b'1764655710',b'genus',b'Sequoia',b'regular'
b'1764655710',b'natural',b'tree',b'regular'
b'1764655710',b'species',b'sempervirens',b'regular'
b'1766944147',b'genus',b'Quercus',b'regular'
b'1766944147',b'natural',b'tree',b'regular'
b'1766944147',b'species',b'agrifolia',b'regular'
b'1766944151',b'genus',b'Quercus',b'regular'
b'1766944151',b'natural',b'tree',b'regular'
b'1766944151',b'species',b'agrifolia',b'regular'
b'1766944154',b'genus',b'Quercus',b'regular'
b'1766944154',b'natural',b'tree',b'regular'
b'1766944154',b'species',b'agrifolia',b'regular'
b'1766944157',b'genus',b'Quercus',b'regular'
b'1766944157',b'natural',b'tree',b'regular'
b'1766944157',b'species',b'agrifolia',b'regular'
b'1767027852',b'genus',b'Quercus',b'regular'
b'1767027852',b'natural',b'tree',b'regular'
b'1767027852',b'species',b'agrifolia',b'regular'
b'1767027854',b'genus',b'Quercus',b'regular'
b'1767027854',b'natural',b'tree',b'regular'
b'1767027854',b'species',b'agrifolia',b'regular'
b'1767027865',b'genus',b'Quercus',b'regular'
b'1767027865',b'natural',b'tree',b'regular'
b'1767027865',b'species',b'agrifolia',b'regular'
b'1767027869',b'natural',b'tree',b'regular'
b'1767027872',b'natural',b'tree',b'regular'
b'1767027880',b'natural',b'tree',b'regular'
b'1767027881',b'natural',b'tree',b'regular'
b'1767027884',b'natural',b'tree',b'regular'
b'1767027887',b'genus',b'Quercus',b'regular'
b'1767027887',b'natural',b'tree',b'regular'
b'1767027887',b'species',b'agrifolia',b'regular'
b'1767027891',b'genus',b'Platanus',b'regular'
b'1767027891',b'natural',b'tree',b'regular'
b'1767027891',b'species',b'racemosa',b'regular'
b'1767027896',b'genus',b'Platanus',b'regular'
b'1767027896',b'natural',b'tree',b'regular'
b'1767027896',b'species',b'racemosa',b'regular'
b'1767027900',b'genus',b'Platanus',b'regular'
b'1767027900',b'natural',b'tree',b'regular'
b'1767027900',b'species',b'racemosa',b'regular'
b'1767027905',b'genus',b'Platanus',b'regular'
b'1767027905',b'natural',b'tree',b'regular'
b'1767027905',b'species',b'racemosa',b'regular'
b'1767027908',b'genus',b'Quercus',b'regular'
b'1767027908',b'natural',b'tree',b'regular'
b'1767027908',b'species',b'agrifolia',b'regular'
b'1767027915',b'genus',b'Platanus',b'regular'
b'1767027915',b'natural',b'tree',b'regular'
b'1767027915',b'species',b'racemosa',b'regular'
b'1767027920',b'genus',b'Eucalyptus',b'regular'
b'1767027920',b'natural',b'tree',b'regular'
b'1767027924',b'genus',b'Platanus',b'regular'
b'1767027924',b'natural',b'tree',b'regular'
b'1767027924',b'species',b'racemosa',b'regular'
b'1767027929',b'genus',b'Quercus',b'regular'
b'1767027929',b'natural',b'tree',b'regular'
b'1767027929',b'species',b'agrifolia',b'regular'
b'1767027933',b'genus',b'Platanus',b'regular'
b'1767027933',b'natural',b'tree',b'regular'
b'1767027933',b'species',b'racemosa',b'regular'
b'1767027935',b'genus',b'Eucalyptus',b'regular'
b'1767027935',b'natural',b'tree',b'regular'
b'1767027937',b'genus',b'Platanus',b'regular'
b'1767027937',b'natural',b'tree',b'regular'
b'1767027937',b'species',b'racemosa',b'regular'
b'1767027954',b'genus',b'Quercus',b'regular'
b'1767027954',b'natural',b'tree',b'regular'
b'1767027954',b'species',b'agrifolia',b'regular'
b'1767027959',b'natural',b'tree',b'regular'
b'1767027961',b'genus',b'Eucalyptus',b'regular'
b'1767027961',b'natural',b'tree',b'regular'
b'1767027962',b'natural',b'tree',b'regular'
b'1767027963',b'genus',b'Platanus',b'regular'
b'1767027963',b'natural',b'tree',b'regular'
b'1767027963',b'species',b'racemosa',b'regular'
b'1767027965',b'genus',b'Eucalyptus',b'regular'
b'1767027965',b'natural',b'tree',b'regular'
b'1767027967',b'genus',b'Platanus',b'regular'
b'1767027967',b'natural',b'tree',b'regular'
b'1767027967',b'species',b'racemosa',b'regular'
b'1767027971',b'genus',b'Eucalyptus',b'regular'
b'1767027971',b'natural',b'tree',b'regular'
b'1767027974',b'genus',b'Platanus',b'regular'
b'1767027974',b'natural',b'tree',b'regular'
b'1767027974',b'species',b'racemosa',b'regular'
b'1767027989',b'genus',b'Platanus',b'regular'
b'1767027989',b'natural',b'tree',b'regular'
b'1767027989',b'species',b'racemosa',b'regular'
b'1767027990',b'genus',b'Eucalyptus',b'regular'
b'1767027990',b'natural',b'tree',b'regular'
b'1767027991',b'genus',b'Quercus',b'regular'
b'1767027991',b'natural',b'tree',b'regular'
b'1767027991',b'species',b'agrifolia',b'regular'
b'1767027993',b'genus',b'Platanus',b'regular'
b'1767027993',b'natural',b'tree',b'regular'
b'1767027993',b'species',b'racemosa',b'regular'
b'1767027997',b'genus',b'Platanus',b'regular'
b'1767027997',b'natural',b'tree',b'regular'
b'1767027997',b'species',b'racemosa',b'regular'
b'1767028002',b'genus',b'Eucalyptus',b'regular'
b'1767028002',b'natural',b'tree',b'regular'
b'1767028008',b'genus',b'Platanus',b'regular'
b'1767028008',b'natural',b'tree',b'regular'
b'1767028008',b'species',b'racemosa',b'regular'
b'1767028013',b'natural',b'tree',b'regular'
b'1767028016',b'genus',b'Platanus',b'regular'
b'1767028016',b'natural',b'tree',b'regular'
b'1767028016',b'species',b'racemosa',b'regular'
b'1767028023',b'genus',b'Platanus',b'regular'
b'1767028023',b'natural',b'tree',b'regular'
b'1767028023',b'species',b'racemosa',b'regular'
b'1767028028',b'natural',b'tree',b'regular'
b'1767028031',b'genus',b'Platanus',b'regular'
b'1767028031',b'natural',b'tree',b'regular'
b'1767028031',b'species',b'racemosa',b'regular'
b'1767028035',b'genus',b'Platanus',b'regular'
b'1767028035',b'natural',b'tree',b'regular'
b'1767028035',b'species',b'racemosa',b'regular'
b'1767028040',b'natural',b'tree',b'regular'
b'1767028043',b'genus',b'Platanus',b'regular'
b'1767028043',b'natural',b'tree',b'regular'
b'1767028043',b'species',b'racemosa',b'regular'
b'1767028045',b'genus',b'Platanus',b'regular'
b'1767028045',b'natural',b'tree',b'regular'
b'1767028045',b'species',b'racemosa',b'regular'
b'1767028046',b'natural',b'tree',b'regular'
b'1767028047',b'natural',b'tree',b'regular'
b'1767028060',b'natural',b'tree',b'regular'
b'1767028064',b'natural',b'tree',b'regular'
b'1767028067',b'natural',b'tree',b'regular'
b'1767028070',b'natural',b'tree',b'regular'
b'1774202036',b'natural',b'tree',b'regular'
b'1774202042',b'natural',b'tree',b'regular'
b'1774202043',b'natural',b'tree',b'regular'
b'1774202044',b'natural',b'tree',b'regular'
b'1774202045',b'natural',b'tree',b'regular'
b'1774202053',b'natural',b'tree',b'regular'
b'1774202054',b'natural',b'tree',b'regular'
b'1774202055',b'natural',b'tree',b'regular'
b'1774202056',b'natural',b'tree',b'regular'
b'1774202057',b'natural',b'tree',b'regular'
b'1774203633',b'natural',b'tree',b'regular'
b'1774203635',b'natural',b'tree',b'regular'
b'1774203638',b'natural',b'tree',b'regular'
b'1774203640',b'natural',b'tree',b'regular'
b'1774203643',b'natural',b'tree',b'regular'
b'1774203645',b'natural',b'tree',b'regular'
b'1774203647',b'natural',b'tree',b'regular'
b'1774203650',b'natural',b'tree',b'regular'
b'1774203652',b'natural',b'tree',b'regular'
b'1774203655',b'natural',b'tree',b'regular'
b'1774320925',b'barrier',b'gate',b'regular'
b'1774320925',b'motor_vehicle',b'no',b'regular'
b'1774323539',b'amenity',b'drinking_water',b'regular'
b'1775007826',b'name',b'Blackhorse Espresso and Bakery',b'regular'
b'1775007826',b'phone',b'+1-805-439-1300',b'regular'
b'1775007826',b'amenity',b'cafe',b'regular'
b'1775007826',b'website',b'http://www.blackhorsecoffee.com/',b'regular'
b'1775007826',b'full',b'3590 Broad Street',b'addr'
b'1775007826',b'street',b'Broad Street',b'addr'
b'1775007826',b'opening_hours',b'Mo-Fr 06:00-19:00; Sa-Su 07:00-19:00',b'regular'
b'1775007826',b'internet_access',b'wlan',b'regular'
b'1775007826',b'housenumber',b'3590',b'addr'
b'1775007826',b'street:name',b'Broad',b'addr'
b'1775007826',b'street:type',b'Street',b'addr'
b'1775399977',b'amenity',b'atm',b'regular'
b'1775399977',b'drive_through',b'no',b'regular'
b'1775399980',b'man_made',b'surveillance',b'regular'
b'1775399980',b'surveillance',b'outdoor',b'regular'
b'1775405929',b'entrance',b'main',b'regular'
b'1775494672',b'name',b'Pita Pit',b'regular'
b'1775494672',b'amenity',b'fast_food',b'regular'
b'1775494672',b'website',b'http://www.pitapitusa.com/',b'regular'
b'1775718710',b'name',"b""Domino's Pizza""",b'regular'
b'1775718710',b'amenity',b'fast_food',b'regular'
b'1775718711',b'name',b'Traditional Tattoo',b'regular'
b'1775718711',b'shop',b'tattoo',b'regular'
b'1775718711',b'website',b'http://traditionaltattoo.moonfruit.com/',b'regular'
b'1775720132',b'name',b'Coast Auto Insurance Services',b'regular'
b'1775720132',b'shop',b'insurance',b'regular'
b'1775720133',b'name',b'University Barber Shop',b'regular'
b'1775720133',b'shop',b'hairdresser',b'regular'
b'1775725586',b'name',"b""Charlie's Place""",b'regular'
b'1775725586',b'amenity',b'restaurant',b'regular'
b'1776758971',b'amenity',b'bench',b'regular'
b'1776758973',b'amenity',b'bench',b'regular'
b'1776758974',b'amenity',b'bench',b'regular'
b'1776758977',b'amenity',b'bicycle_parking',b'regular'
b'1776758980',b'amenity',b'bench',b'regular'
b'1776758981',b'amenity',b'bench',b'regular'
b'1776758986',b'amenity',b'parking',b'regular'
b'1776758986',b'disabled',b'yes',b'capacity'
b'1776758989',b'amenity',b'parking',b'regular'
b'1776758989',b'disabled',b'yes',b'capacity'
b'1776768174',b'name',b'Check n Go',b'regular'
b'1776768174',b'housenumber',b'3970-4',b'addr'
b'1776768178',b'name',"b""Fantastic Sam's""",b'regular'
b'1776768178',b'shop',b'hairdresser',b'regular'
b'1776768181',b'name',b'Foot Clinic',b'regular'
b'1776768181',b'amenity',b'clinic',b'regular'
b'1776768181',b'housenumber',b'3970-5',b'addr'
b'1776768185',b'housenumber',b'3910-2',b'addr'
b'1776768187',b'name',b'Verizon Wireless',b'regular'
b'1776768187',b'shop',b'mobile_phone',b'regular'
b'1776768187',b'housenumber',b'3970-3',b'addr'
b'1776768188',b'access',b'private',b'regular'
b'1776768188',b'amenity',b'parking',b'regular'
b'1776768188',b'wheelchair',b'yes',b'regular'
b'1776768188',b'disabled',b'yes',b'capacity'
b'1776768189',b'access',b'private',b'regular'
b'1776768189',b'amenity',b'parking',b'regular'
b'1776768189',b'wheelchair',b'yes',b'regular'
b'1776768189',b'disabled',b'yes',b'capacity'
b'1776768198',b'access',b'private',b'regular'
b'1776768198',b'amenity',b'parking',b'regular'
b'1776768198',b'wheelchair',b'yes',b'regular'
b'1776768198',b'disabled',b'yes',b'capacity'
b'1776768199',b'access',b'private',b'regular'
b'1776768199',b'amenity',b'parking',b'regular'
b'1776768199',b'wheelchair',b'yes',b'regular'
b'1776768199',b'disabled',b'yes',b'capacity'
b'1776778357',b'name',b'Foot Massage',b'regular'
b'1776778357',b'shop',b'massage',b'regular'
b'1776778357',b'housenumber',b'3940-2',b'addr'
b'1776778358',b'name',b'MariGold Nails',b'regular'
b'1776778358',b'shop',b'beauty',b'regular'
b'1776778358',b'housenumber',b'3940-4',b'addr'
b'1776778359',b'name',b'Pure Water Outlet',b'regular'
b'1776778359',b'housenumber',b'3940-5',b'addr'
b'1776778360',b'name',b'The UPS Store',b'regular'
b'1776778360',b'amenity',b'post_office',b'regular'
b'1776778360',b'housenumber',b'3940-7',b'addr'
b'1776778361',b'name',b'Weight Watchers',b'regular'
b'1776778361',b'housenumber',b'3940-3',b'addr'
b'1776778362',b'name',b'Wild Birds Unlimited',b'regular'
b'1776778362',b'shop',b'pet',b'regular'
b'1776778362',b'housenumber',b'3940-6',b'addr'
b'1793788035',b'name',b'EOC Homeless Shelter ',b'regular'
b'1793788035',b'user_defined',b'736 Orcutt',b'regular'
b'1809478111',b'image',b'http://openstreetview.org/available/1437d762a2b89499a73b20ea9aa47f1826aaca86-large.jpg',b'regular'
b'1809478111',b'information',b'map',b'regular'
b'1809481261',b'name',b'City of SLO GPS 6',b'regular'
b'1809481261',b'man_made',b'survey_point',b'regular'
b'1809481262',b'amenity',b'bench',b'regular'
b'1809481263',b'amenity',b'bench',b'regular'
b'1809481264',b'amenity',b'bench',b'regular'
b'1809481265',b'amenity',b'bench',b'regular'
b'1834615152',b'amenity',b'atm',b'regular'
b'1846416296',b'barrier',b'gate',b'regular'
b'1924417001',b'power',b'tower',b'regular'
b'1924417003',b'power',b'tower',b'regular'
b'1924417006',b'power',b'tower',b'regular'
b'1924417014',b'power',b'tower',b'regular'
b'1924417015',b'power',b'tower',b'regular'
b'1924417017',b'power',b'tower',b'regular'
b'1924417019',b'power',b'tower',b'regular'
b'1924417021',b'power',b'tower',b'regular'
b'1924417024',b'power',b'tower',b'regular'
b'1924417027',b'power',b'tower',b'regular'
b'1958038457',b'highway',b'traffic_signals',b'regular'
b'1958714755',b'name',b'Gregg Whitfield - The Real Estate Office',b'regular'
b'1958714755',b'phone',b'(805) 235-7412',b'regular'
b'1958714755',b'office',b'estate_agent',b'regular'
b'1958714755',b'website',b'http://realestate.apc.cc',b'regular'
b'1958714755',b'full',b'297 Santa Rosa Street San Luis Obispo California 93405',b'addr'
b'1958714755',b'state',b'Santa Rosa Street',b'addr'
b'1958714755',b'housenumber',b'297',b'addr'
b'1964043183',b'barrier',b'gate',b'regular'
b'1967884385',b'highway',b'crossing',b'regular'
b'1967908540',b'barrier',b'gate',b'regular'
b'1967915555',b'barrier',b'gate',b'regular'
b'1969137871',b'name',b'Sunglass Hut',b'regular'
b'1969137871',b'shop',b'optician',b'regular'
b'1969137871',b'full',b'882 Higuera Street',b'addr'
b'1969137871',b'street',b'Higuera Street',b'addr'
b'1969137871',b'housenumber',b'882',b'addr'
b'1969137871',b'street:type',b'Street',b'addr'
b'1969499813',b'highway',b'traffic_signals',b'regular'
b'1969499978',b'ref',b'203A',b'regular'
b'1969499978',b'highway',b'motorway_junction',b'regular'
b'1987151550',b'name',b'Hospice Partners at Mission View',b'regular'
b'1987151550',b'amenity',b'nursing_home',b'regular'
b'1987151550',b'city',b'San Luis Obispo',b'addr'
b'1987151550',b'state',b'CA',b'addr'
b'1987151550',b'street',b'Southwood',b'addr'
b'1987158188',b'name',b'Mission View Health Center',b'regular'
b'1987158188',b'amenity',b'social_facility',b'regular'
b'1987158188',b'website',b'http://www.missionviewhealthcenter.com/',b'regular'
b'1987158188',b'city',b'San Luis Obispo',b'addr'
b'1987158188',b'state',b'CA',b'addr'
b'1987158188',b'street',b'Woodside',b'addr'
b'1987158188',b'country',b'US',b'addr'
b'1987158188',b'postcode',b'93401',b'addr'
b'1987158188',b'housenumber',b'1425',b'addr'
b'1995621983',b'amenity',b'bench',b'regular'
b'1995986620',b'leisure',b'fitness_centre',b'regular'
b'2004789314',b'name',"b""SLO Beverage 'n More""",b'regular'
b'2004789314',b'shop',b'convenience',b'regular'
b'2004789314',b'city',b'San Luis Obispo',b'addr'
b'2004789314',b'state',b'CA',b'addr'
b'2004789314',b'street',b'Higuera Street',b'addr'
b'2004789314',b'country',b'US',b'addr'
b'2004789314',b'postcode',b'93401',b'addr'
b'2004789314',b'housenumber',b'158E',b'addr'
b'2004789694',b'name',b'Subway',b'regular'
b'2004789694',b'amenity',b'fast_food',b'regular'
b'2004789694',b'cuisine',b'sandwich',b'regular'
b'2004810201',b'name',b'Metro PCS',b'regular'
b'2004810201',b'office',b'telecommunication',b'regular'
b'2004810201',b'housenumber',b'158B',b'addr'
b'2004811741',b'name',b'Advance America Cash Advance',b'regular'
b'2004811741',b'amenity',b'bureau_de_change',b'regular'
b'2004811741',b'website',b'http://advanceamerica.net',b'regular'
b'2004811741',b'housenumber',b'158C',b'addr'
b'2007161239',b'atm',b'yes',b'regular'
b'2007161239',b'name',b'Chevron',b'regular'
b'2007161239',b'amenity',b'fuel',b'regular'
b'2007161239',b'city',b'San Luis Obispo',b'addr'
b'2007161239',b'state',b'CA',b'addr'
b'2007161239',b'county',b'San Luis Obispo',b'addr'
b'2007161239',b'street',b'Broad Street',b'addr'
b'2007161239',b'description',b'Free air and water',b'regular'
b'2007161239',b'country',b'US',b'addr'
b'2007161239',b'postcode',b'93401',b'addr'
b'2007161239',b'housenumber',b'3180',b'addr'
b'2007211684',b'name',"b""Fantastic Sam's""",b'regular'
b'2007211684',b'shop',b'hairdresser',b'regular'
b'2007211684',b'housenumber',b'773',b'addr'
b'2007212418',b'name',b'Cost-U-Less Insurance',b'regular'
b'2007212418',b'office',b'insurance',b'regular'
b'2007212418',b'housenumber',b'775A',b'addr'
b'2007216560',b'name',b'Royal Thai',b'regular'
b'2007216560',b'amenity',b'restaurant',b'regular'
b'2007216560',b'cuisine',b'thai',b'regular'
b'2007216560',b'housenumber',b'777',b'addr'
b'2007217502',b'name',b'Subway',b'regular'
b'2007217502',b'amenity',b'fast_food',b'regular'
b'2007217502',b'cuisine',b'sandwich',b'regular'
b'2007217502',b'drive_through',b'no',b'regular'
b'2007217502',b'housenumber',b'775B',b'addr'
b'2010119482',b'name',b'Laurel Lane Liquors',b'regular'
b'2010119482',b'shop',b'alcohol',b'regular'
b'2010119482',b'city',b'San Luis Obispo',b'addr'
b'2010119482',b'street',b'Laurel Lane',b'addr'
b'2010119482',b'postcode',b'93401',b'addr'
b'2011369162',b'name',b'Conserv Fuel',b'regular'
b'2011369162',b'amenity',b'fuel',b'regular'
b'2011666756',b'name',b'Banana Republic',b'regular'
b'2011666756',b'shop',b'clothes',b'regular'
b'2016001459',b'barrier',b'gate',b'regular'
b'2016239840',b'highway',b'crossing',b'regular'
b'2016239841',b'highway',b'crossing',b'regular'
b'2016239846',b'highway',b'crossing',b'regular'
b'2016239850',b'highway',b'crossing',b'regular'
b'2016239854',b'highway',b'crossing',b'regular'
b'2016239855',b'highway',b'crossing',b'regular'
b'2016239856',b'highway',b'crossing',b'regular'
b'2016239857',b'highway',b'crossing',b'regular'
b'2016919047',b'highway',b'turning_circle',b'regular'
b'2016919062',b'highway',b'turning_circle',b'regular'
b'2016919085',b'highway',b'turning_circle',b'regular'
b'2026696386',b'man_made',b'surveillance',b'regular'
b'2026696387',b'man_made',b'surveillance',b'regular'
b'2026696388',b'man_made',b'surveillance',b'regular'
b'2026696389',b'man_made',b'surveillance',b'regular'
b'2027452533',b'historic',b'memorial',b'regular'
b'2027459023',b'highway',b'stop',b'regular'
b'2027459023',b'reviewed',b'yes',b'tiger'
b'2027459029',b'highway',b'stop',b'regular'
b'2027459033',b'highway',b'stop',b'regular'
b'2027459036',b'highway',b'stop',b'regular'
b'2027459038',b'highway',b'stop',b'regular'
b'2027459041',b'highway',b'stop',b'regular'
b'2027459046',b'highway',b'stop',b'regular'
b'2027459048',b'highway',b'stop',b'regular'
b'2027459048',b'reviewed',b'yes',b'tiger'
b'2027459051',b'highway',b'stop',b'regular'
b'2027459051',b'reviewed',b'yes',b'tiger'
b'2027459053',b'highway',b'stop',b'regular'
b'2027459056',b'highway',b'stop',b'regular'
b'2032586090',b'name',b'A Peek in the Attic',b'regular'
b'2032586090',b'shop',b'clothes',b'regular'
b'2032586090',b'city',b'San Luis Obispo',b'addr'
b'2032586090',b'state',b'CA',b'addr'
b'2032586090',b'street',b'Broad Street',b'addr'
b'2032586090',b'country',b'US',b'addr'
b'2032586090',b'postcode',b'93401',b'addr'
b'2032586090',b'housenumber',b'2640',b'addr'
b'2032688992',b'amenity',b'bench',b'regular'
b'2032697177',b'amenity',b'bench',b'regular'
b'2032704218',b'amenity',b'bench',b'regular'
b'2059299225',b'name',b'Wine Country Carpet Cleaning',b'regular'
b'2059299225',b'shop',b'doityourself',b'regular'
b'2059299225',b'source',b'google',b'regular'
b'2059299225',b'website',b'http://carpetcleaningsanluisobispo.net',b'regular'
b'2059299225',b'street',b'Manzanita Way',b'addr'
b'2059299225',b'designation',b'carpet cleaner',b'regular'
b'2059299225',b'postcode',b'93401',b'addr'
b'2059299225',b'housename',b'Wine Country Carpet Cleaning',b'addr'
b'2059299225',b'housenumber',b'1220',b'addr'
b'2063798556',b'barrier',b'gate',b'regular'
b'2063799440',b'foot',b'yes',b'regular'
b'2063799440',b'barrier',b'gate',b'regular'
b'2063799440',b'bicycle',b'yes',b'regular'
b'2063799474',b'foot',b'yes',b'regular'
b'2063799474',b'barrier',b'gate',b'regular'
b'2063799474',b'bicycle',b'yes',b'regular'
b'2073949377',b'highway',b'turning_circle',b'regular'
b'2073955852',b'name',b'M',b'regular'
b'2073955852',b'owner',b'Mission Prep High School',b'regular'
b'2073955852',b'historic',b'memorial',b'regular'
b'2106517421',b'food',b'yes',b'regular'
b'2106517421',b'name',"b""Pappy McGregor's""",b'regular'
b'2106517421',b'amenity',b'pub',b'regular'
b'2106517421',b'cuisine',b'irish',b'regular'
b'2106517421',b'website',b'http://www.pappymcgregors.com',b'regular'
b'2109026685',b'city',b'San Luis Obispo',b'addr'
b'2109026685',b'full',b'885 Higuera Street',b'addr'
b'2109026685',b'unit',b'C',b'addr'
b'2109026685',b'street',b'Higuera Street',b'addr'
b'2109026685',b'housenumber',b'885',b'addr'
b'2109026685',b'street:name',b'Higuera',b'addr'
b'2109026685',b'street:type',b'Street',b'addr'
b'2109028967',b'name',b'Chronic Tacos',b'regular'
b'2109028967',b'amenity',b'restaurant',b'regular'
b'2109028967',b'cuisine',b'mexican',b'regular'
b'2109028967',b'full',b'892 Marsh Street',b'addr'
b'2109028967',b'street',b'Marsh Street',b'addr'
b'2109028967',b'outdoor_seating',b'yes',b'regular'
b'2109028967',b'housenumber',b'892',b'addr'
b'2109028967',b'street:name',b'Marsh',b'addr'
b'2109028967',b'street:type',b'Street',b'addr'
b'2109034002',b'man_made',b'surveillance',b'regular'
b'2109034002',b'description',"b'On Chinos roof, facing Marsh'",b'regular'
b'2109040600',b'man_made',b'surveillance',b'regular'
b'2109040600',b'description',"b'Facing Starbucks, on Mond\xc3\xa9o Pronto roof'",b'regular'
b'2109044053',b'man_made',b'surveillance',b'regular'
b'2109044053',b'description',b'Facing Marsh',b'regular'
b'2109044628',b'man_made',b'surveillance',b'regular'
b'2109044628',b'description',b'Captures incoming parking garage traffic',b'regular'
b'2112805921',b'name',"b""Nucci's""",b'regular'
b'2112805921',b'amenity',b'restaurant',b'regular'
b'2112805921',b'cuisine',b'pizza',b'regular'
b'2129478493',b'name',"b""Sally Loo's Wholesome Cafe""",b'regular'
b'2129478493',b'amenity',b'cafe',b'regular'
b'2129478493',b'cuisine',b'coffee_shop',b'regular'
b'2129478493',b'smoking',b'outside',b'regular'
b'2129478493',b'website',b'http://www.sallylooswholesomecafe.com/',b'regular'
b'2129478493',b'city',b'San Luis Obispo',b'addr'
b'2129478493',b'full',b'1804 Osos Street',b'addr'
b'2129478493',b'street',b'Osos Street',b'addr'
b'2129478493',b'postcode',b'93401',b'addr'
b'2129478493',b'opening_hours',b'Su-Mo 06:30-17:30',b'regular'
b'2129478493',b'internet_access',b'wlan',b'regular'
b'2129478493',b'outdoor_seating',b'yes',b'regular'
b'2129478493',b'housenumber',b'1804',b'addr'
b'2129478493',b'street:name',b'Osos',b'addr'
b'2129478493',b'street:type',b'Street',b'addr'
b'2134374294',b'reviewed',b'yes',b'tiger'
